customer_id,company_name,industry,company_size,country,plan_id,plan_name,monthly_price,max_users,plan_tier_order,signup_date,signup_year,signup_quarter,signup_month,signup_cohort,days_since_signup,month,revenue_year,revenue_month,revenue_yearmonth,base_revenue,discount,discount_pct,expansion_revenue,has_expansion,subscription_revenue,net_revenue,revenue_segment,rev_per_active_user,usage_based_price_sim,active_users,sessions,login_count,feature_usage,top_feature,seat_utilization_pct,low_usage_flag,tenure_months,tenure_band,renewal_status,is_at_risk,is_churned,churn_date,churn_reason,months_to_churn,size_plan_segment
C1099,Company_C1099,Retail,Enterprise,UK,P003,Business,149,50,3,2023-06-08,2023,Q2,6,2023Q2,359,2024-02-01,2024,2,2024-02,149,37.28,25.02,0.0,0,111.72,111.72,Mid,4.47,220,25,202,318,7.2,AI Insights,50.0,0,8,7-12 months,Active,0,0,,Not Churned,,Enterprise + Business
C1099,Company_C1099,Retail,Enterprise,UK,P003,Business,149,50,3,2023-06-08,2023,Q2,6,2023Q2,359,2024-03-01,2024,3,2024-03,149,35.31,23.7,0.0,0,113.69,113.69,Mid,4.37,228,26,128,371,6.5,Collaboration,52.0,0,9,7-12 months,Active,0,0,,Not Churned,,Enterprise + Business
C1099,Company_C1099,Retail,Enterprise,UK,P003,Business,149,50,3,2023-06-08,2023,Q2,6,2023Q2,359,2024-04-01,2024,4,2024-04,149,34.87,23.4,0.0,0,114.13,114.13,Mid,4.96,204,23,91,226,5.9,Dashboard,46.0,0,10,7-12 months,Active,0,0,,Not Churned,,Enterprise + Business
C1099,Company_C1099,Retail,Enterprise,UK,P003,Business,149,50,3,2023-06-08,2023,Q2,6,2023Q2,359,2024-05-01,2024,5,2024-05,149,33.96,22.79,87.35,1,202.39,289.74,High,5.62,308,36,373,930,4.3,Reports,72.0,0,11,7-12 months,Active,0,0,,Not Churned,,Enterprise + Business
C1099,Company_C1099,Retail,Enterprise,UK,P003,Business,149,50,3,2023-06-08,2023,Q2,6,2023Q2,359,2024-06-01,2024,6,2024-06,149,30.44,20.43,0.0,0,118.56,118.56,Mid,4.09,252,29,206,359,6.7,Collaboration,58.0,0,12,7-12 months,Active,0,0,,Not Churned,,Enterprise + Business
C1100,Company_C1100,Manufacturing,Large,USA,P004,Enterprise,299,200,4,2022-06-26,2022,Q2,6,2022Q2,706,2022-06-01,2022,6,2022-06,299,62.57,20.93,0.0,0,236.43,236.43,High,1.54,1252,154,1391,3230,3.7,Automation,77.0,0,0,0-3 months,Active,0,0,,Not Churned,,Large + Enterprise
C1100,Company_C1100,Manufacturing,Large,USA,P004,Enterprise,299,200,4,2022-06-26,2022,Q2,6,2022Q2,706,2022-07-01,2022,7,2022-07,299,56.98,19.06,0.0,0,242.02,242.02,High,1.54,1276,157,1342,3632,5.5,Automation,78.5,0,1,0-3 months,Active,0,0,,Not Churned,,Large + Enterprise
C1100,Company_C1100,Manufacturing,Large,USA,P004,Enterprise,299,200,4,2022-06-26,2022,Q2,6,2022Q2,706,2022-08-01,2022,8,2022-08,299,59.94,20.05,0.0,0,239.06,239.06,High,1.87,1044,128,804,1744,5.1,Reports,64.0,0,2,0-3 months,Active,0,0,,Not Churned,,Large + Enterprise
C1100,Company_C1100,Manufacturing,Large,USA,P004,Enterprise,299,200,4,2022-06-26,2022,Q2,6,2022Q2,706,2022-09-01,2022,9,2022-09,299,56.4,18.86,0.0,0,242.6,242.6,High,1.93,1028,126,1151,3381,5.5,Integrations,63.0,0,3,0-3 months,Active,0,0,,Not Churned,,Large + Enterprise
C1100,Company_C1100,Manufacturing,Large,USA,P004,Enterprise,299,200,4,2022-06-26,2022,Q2,6,2022Q2,706,2022-10-01,2022,10,2022-10,299,56.76,18.98,0.0,0,242.24,242.24,High,2.42,820,100,581,1563,4.1,Reports,50.0,0,4,4-6 months,Active,0,0,,Not Churned,,Large + Enterprise
C1100,Company_C1100,Manufacturing,Large,USA,P004,Enterprise,299,200,4,2022-06-26,2022,Q2,6,2022Q2,706,2022-11-01,2022,11,2022-11,299,54.28,18.15,0.0,0,244.72,244.72,High,2.85,708,86,319,639,3.4,Reports,43.0,0,5,4-6 months,Active,0,0,,Not Churned,,Large + Enterprise
C1100,Company_C1100,Manufacturing,Large,USA,P004,Enterprise,299,200,4,2022-06-26,2022,Q2,6,2022Q2,706,2022-12-01,2022,12,2022-12,299,51.81,17.33,0.0,0,247.19,247.19,High,1.72,1172,144,989,2814,5.2,Collaboration,72.0,0,6,4-6 months,Active,0,0,,Not Churned,,Large + Enterprise
C1100,Company_C1100,Manufacturing,Large,USA,P004,Enterprise,299,200,4,2022-06-26,2022,Q2,6,2022Q2,706,2023-01-01,2023,1,2023-01,299,70.38,23.54,0.0,0,228.62,228.62,High,1.56,1196,147,1008,2273,6.3,API Access,73.5,0,7,7-12 months,Active,0,0,,Not Churned,,Large + Enterprise
C1100,Company_C1100,Manufacturing,Large,USA,P004,Enterprise,299,200,4,2022-06-26,2022,Q2,6,2022Q2,706,2023-02-01,2023,2,2023-02,299,74.58,24.94,0.0,0,224.42,224.42,High,1.41,1292,159,982,2858,4.8,Reports,79.5,0,8,7-12 months,Active,0,0,,Not Churned,,Large + Enterprise
C1100,Company_C1100,Manufacturing,Large,USA,P004,Enterprise,299,200,4,2022-06-26,2022,Q2,6,2022Q2,706,2023-03-01,2023,3,2023-03,299,60.89,20.36,0.0,0,238.11,238.11,High,1.97,988,121,1060,2796,7.8,Reports,60.5,0,9,7-12 months,Active,0,0,,Not Churned,,Large + Enterprise
C1100,Company_C1100,Manufacturing,Large,USA,P004,Enterprise,299,200,4,2022-06-26,2022,Q2,6,2022Q2,706,2023-04-01,2023,4,2023-04,299,55.7,18.63,0.0,0,243.3,243.3,High,3.04,660,80,720,2080,3.9,Data Export,40.0,0,10,7-12 months,Active,0,0,,Not Churned,,Large + Enterprise
C1100,Company_C1100,Manufacturing,Large,USA,P004,Enterprise,299,200,4,2022-06-26,2022,Q2,6,2022Q2,706,2023-05-01,2023,5,2023-05,299,55.95,18.71,0.0,0,243.05,243.05,High,1.53,1292,159,1507,3200,7.5,Dashboard,79.5,0,11,7-12 months,Active,0,0,,Not Churned,,Large + Enterprise
C1100,Company_C1100,Manufacturing,Large,USA,P004,Enterprise,299,200,4,2022-06-26,2022,Q2,6,2022Q2,706,2023-06-01,2023,6,2023-06,299,61.53,20.58,0.0,0,237.47,237.47,High,2.24,868,106,713,1264,5.4,Automation,53.0,0,12,7-12 months,Active,0,0,,Not Churned,,Large + Enterprise
C1100,Company_C1100,Manufacturing,Large,USA,P004,Enterprise,299,200,4,2022-06-26,2022,Q2,6,2022Q2,706,2023-07-01,2023,7,2023-07,299,62.06,20.76,0.0,0,236.94,236.94,High,2.79,700,85,631,1144,5.0,Reports,42.5,0,13,13-24 months,Active,0,0,,Not Churned,,Large + Enterprise
C1100,Company_C1100,Manufacturing,Large,USA,P004,Enterprise,299,200,4,2022-06-26,2022,Q2,6,2022Q2,706,2023-08-01,2023,8,2023-08,299,50.98,17.05,0.0,0,248.02,248.02,High,1.94,1044,128,409,1129,7.2,Integrations,64.0,0,14,13-24 months,Active,0,0,,Not Churned,,Large + Enterprise
C1100,Company_C1100,Manufacturing,Large,USA,P004,Enterprise,299,200,4,2022-06-26,2022,Q2,6,2022Q2,706,2023-09-01,2023,9,2023-09,299,58.87,19.69,0.0,0,240.13,240.13,High,1.68,1164,143,835,1556,6.7,Automation,71.5,0,15,13-24 months,Active,0,0,,Not Churned,,Large + Enterprise
C1100,Company_C1100,Manufacturing,Large,USA,P004,Enterprise,299,200,4,2022-06-26,2022,Q2,6,2022Q2,706,2023-10-01,2023,10,2023-10,299,57.08,19.09,0.0,0,241.92,241.92,High,2.16,916,112,1011,1622,4.9,Integrations,56.0,0,16,13-24 months,Active,0,0,,Not Churned,,Large + Enterprise
C1100,Company_C1100,Manufacturing,Large,USA,P004,Enterprise,299,200,4,2022-06-26,2022,Q2,6,2022Q2,706,2023-11-01,2023,11,2023-11,299,52.26,17.48,0.0,0,246.74,246.74,High,2.2,916,112,837,2135,4.4,Collaboration,56.0,0,17,13-24 months,Active,0,0,,Not Churned,,Large + Enterprise
C1100,Company_C1100,Manufacturing,Large,USA,P004,Enterprise,299,200,4,2022-06-26,2022,Q2,6,2022Q2,706,2023-12-01,2023,12,2023-12,299,59.14,19.78,0.0,0,239.86,239.86,High,1.53,1276,157,1293,1994,5.2,Automation,78.5,0,18,13-24 months,Active,0,0,,Not Churned,,Large + Enterprise
C1100,Company_C1100,Manufacturing,Large,USA,P004,Enterprise,299,200,4,2022-06-26,2022,Q2,6,2022Q2,706,2024-01-01,2024,1,2024-01,299,74.65,24.97,0.0,0,224.35,224.35,High,1.85,988,121,1045,3084,3.7,Dashboard,60.5,0,19,13-24 months,Active,0,0,,Not Churned,,Large + Enterprise
C1100,Company_C1100,Manufacturing,Large,USA,P004,Enterprise,299,200,4,2022-06-26,2022,Q2,6,2022Q2,706,2024-02-01,2024,2,2024-02,299,67.8,22.68,0.0,0,231.2,231.2,High,1.7,1108,136,766,2210,4.4,Dashboard,68.0,0,20,13-24 months,Active,0,0,,Not Churned,,Large + Enterprise
C1100,Company_C1100,Manufacturing,Large,USA,P004,Enterprise,299,200,4,2022-06-26,2022,Q2,6,2022Q2,706,2024-03-01,2024,3,2024-03,299,53.21,17.8,0.0,0,245.79,245.79,High,1.68,1188,146,1359,2397,7.4,Automation,73.0,0,21,13-24 months,Active,0,0,,Not Churned,,Large + Enterprise
C1100,Company_C1100,Manufacturing,Large,USA,P004,Enterprise,299,200,4,2022-06-26,2022,Q2,6,2022Q2,706,2024-04-01,2024,4,2024-04,299,60.92,20.37,0.0,0,238.08,238.08,High,1.7,1140,140,831,1915,6.3,Dashboard,70.0,0,22,13-24 months,Active,0,0,,Not Churned,,Large + Enterprise
C1100,Company_C1100,Manufacturing,Large,USA,P004,Enterprise,299,200,4,2022-06-26,2022,Q2,6,2022Q2,706,2024-05-01,2024,5,2024-05,299,53.62,17.93,0.0,0,245.38,245.38,High,2.38,844,103,894,1813,4.1,Dashboard,51.5,0,23,13-24 months,Active,0,0,,Not Churned,,Large + Enterprise
C1100,Company_C1100,Manufacturing,Large,USA,P004,Enterprise,299,200,4,2022-06-26,2022,Q2,6,2022Q2,706,2024-06-01,2024,6,2024-06,299,56.8,19.0,0.0,0,242.2,242.2,High,1.68,1172,144,480,775,5.8,Dashboard,72.0,0,24,13-24 months,Active,0,0,,Not Churned,,Large + Enterprise
C1101,Company_C1101,Retail,Medium,Germany,P001,Basic,29,5,1,2023-02-18,2023,Q1,2,2023Q1,469,2023-02-01,2023,2,2023-02,29,5.24,18.07,0.0,0,23.76,23.76,Low,11.88,36,2,5,14,4.3,Collaboration,40.0,0,0,0-3 months,Active,0,0,,Not Churned,,Medium + Basic
C1101,Company_C1101,Retail,Medium,Germany,P001,Basic,29,5,1,2023-02-18,2023,Q1,2,2023Q1,469,2023-03-01,2023,3,2023-03,29,3.78,13.03,0.0,0,25.22,25.22,Low,12.61,36,2,8,15,5.6,Reports,40.0,0,1,0-3 months,Active,0,0,,Not Churned,,Medium + Basic
C1101,Company_C1101,Retail,Medium,Germany,P001,Basic,29,5,1,2023-02-18,2023,Q1,2,2023Q1,469,2023-04-01,2023,4,2023-04,29,3.99,13.76,0.0,0,25.01,25.01,Low,12.5,36,2,7,14,3.2,API Access,40.0,0,2,0-3 months,Active,0,0,,Not Churned,,Medium + Basic
C1101,Company_C1101,Retail,Medium,Germany,P001,Basic,29,5,1,2023-02-18,2023,Q1,2,2023Q1,469,2023-05-01,2023,5,2023-05,29,3.67,12.66,0.0,0,25.33,25.33,Low,12.66,36,2,6,13,2.5,Automation,40.0,0,3,0-3 months,Active,0,0,,Not Churned,,Medium + Basic
C1101,Company_C1101,Retail,Medium,Germany,P001,Basic,29,5,1,2023-02-18,2023,Q1,2,2023Q1,469,2023-06-01,2023,6,2023-06,29,4.05,13.97,0.0,0,24.95,24.95,Low,12.48,36,2,9,18,2.7,Dashboard,40.0,0,4,4-6 months,Active,0,0,,Not Churned,,Medium + Basic
C1101,Company_C1101,Retail,Medium,Germany,P001,Basic,29,5,1,2023-02-18,2023,Q1,2,2023Q1,469,2023-07-01,2023,7,2023-07,29,3.07,10.59,0.0,0,25.93,25.93,Low,12.96,36,2,11,22,4.5,Data Export,40.0,0,5,4-6 months,Active,0,0,,Not Churned,,Medium + Basic
C1101,Company_C1101,Retail,Medium,Germany,P001,Basic,29,5,1,2023-02-18,2023,Q1,2,2023Q1,469,2023-08-01,2023,8,2023-08,29,3.04,10.48,0.0,0,25.96,25.96,Low,25.96,28,1,6,11,4.5,AI Insights,20.0,0,6,4-6 months,Active,0,0,,Not Churned,,Medium + Basic
C1101,Company_C1101,Retail,Medium,Germany,P001,Basic,29,5,1,2023-02-18,2023,Q1,2,2023Q1,469,2023-09-01,2023,9,2023-09,29,3.17,10.93,0.0,0,25.83,25.83,Low,12.92,36,2,6,13,5.6,Data Export,40.0,0,7,7-12 months,Active,0,0,,Not Churned,,Medium + Basic
C1101,Company_C1101,Retail,Medium,Germany,P001,Basic,29,5,1,2023-02-18,2023,Q1,2,2023Q1,469,2023-10-01,2023,10,2023-10,29,2.93,10.1,0.0,0,26.07,26.07,Low,13.04,36,2,14,30,2.5,Dashboard,40.0,0,8,7-12 months,Active,0,0,,Not Churned,,Medium + Basic
C1101,Company_C1101,Retail,Medium,Germany,P001,Basic,29,5,1,2023-02-18,2023,Q1,2,2023Q1,469,2023-11-01,2023,11,2023-11,29,3.86,13.31,0.0,0,25.14,25.14,Low,25.14,28,1,5,13,3.0,Automation,20.0,0,9,7-12 months,Active,0,0,,Not Churned,,Medium + Basic
C1101,Company_C1101,Retail,Medium,Germany,P001,Basic,29,5,1,2023-02-18,2023,Q1,2,2023Q1,469,2023-12-01,2023,12,2023-12,29,2.93,10.1,0.0,0,26.07,26.07,Low,13.04,36,2,13,21,5.0,Collaboration,40.0,0,10,7-12 months,Active,0,0,,Not Churned,,Medium + Basic
C1101,Company_C1101,Retail,Medium,Germany,P001,Basic,29,5,1,2023-02-18,2023,Q1,2,2023Q1,469,2024-01-01,2024,1,2024-01,29,5.05,17.41,0.0,0,23.95,23.95,Low,23.95,28,1,2,3,5.5,Data Export,20.0,1,11,7-12 months,Active,0,0,,Not Churned,,Medium + Basic
C1101,Company_C1101,Retail,Medium,Germany,P001,Basic,29,5,1,2023-02-18,2023,Q1,2,2023Q1,469,2024-02-01,2024,2,2024-02,29,4.7,16.21,0.0,0,24.3,24.3,Low,12.15,36,2,14,23,4.0,Collaboration,40.0,0,12,7-12 months,Active,0,0,,Not Churned,,Medium + Basic
C1101,Company_C1101,Retail,Medium,Germany,P001,Basic,29,5,1,2023-02-18,2023,Q1,2,2023Q1,469,2024-03-01,2024,3,2024-03,29,3.78,13.03,0.0,0,25.22,25.22,Low,12.61,36,2,7,14,4.3,Automation,40.0,0,13,13-24 months,Active,0,0,,Not Churned,,Medium + Basic
C1101,Company_C1101,Retail,Medium,Germany,P001,Basic,29,5,1,2023-02-18,2023,Q1,2,2023Q1,469,2024-04-01,2024,4,2024-04,29,3.5,12.07,0.0,0,25.5,25.5,Low,12.75,36,2,8,18,5.1,Data Export,40.0,0,14,13-24 months,Active,0,0,,Not Churned,,Medium + Basic
C1101,Company_C1101,Retail,Medium,Germany,P001,Basic,29,5,1,2023-02-18,2023,Q1,2,2023Q1,469,2024-05-01,2024,5,2024-05,29,3.44,11.86,0.0,0,25.56,25.56,Low,12.78,36,2,5,11,5.7,API Access,40.0,0,15,13-24 months,Active,0,0,,Not Churned,,Medium + Basic
C1101,Company_C1101,Retail,Medium,Germany,P001,Basic,29,5,1,2023-02-18,2023,Q1,2,2023Q1,469,2024-06-01,2024,6,2024-06,29,3.48,12.0,0.0,0,25.52,25.52,Low,25.52,28,1,3,8,5.8,Dashboard,20.0,1,16,13-24 months,Active,0,0,,Not Churned,,Medium + Basic
C1102,Company_C1102,FinTech,Large,Singapore,P004,Enterprise,299,200,4,2024-03-29,2024,Q1,3,2024Q1,64,2024-03-01,2024,3,2024-03,299,45.36,15.17,0.0,0,253.64,253.64,High,2.7,772,94,589,1611,4.5,Automation,47.0,0,0,0-3 months,Active,0,0,,Not Churned,,Large + Enterprise
C1102,Company_C1102,FinTech,Large,Singapore,P004,Enterprise,299,200,4,2024-03-29,2024,Q1,3,2024Q1,64,2024-04-01,2024,4,2024-04,299,45.33,15.16,96.4,1,350.07,446.47,High,2.41,1180,145,1135,3368,6.3,Reports,72.5,0,1,0-3 months,Active,0,0,,Not Churned,,Large + Enterprise
C1102,Company_C1102,FinTech,Large,Singapore,P004,Enterprise,299,200,4,2024-03-29,2024,Q1,3,2024Q1,64,2024-05-01,2024,5,2024-05,299,50.72,16.96,0.0,0,248.28,248.28,High,2.51,812,99,872,1534,7.8,Dashboard,49.5,0,2,0-3 months,Active,0,0,,Not Churned,,Large + Enterprise
C1102,Company_C1102,FinTech,Large,Singapore,P004,Enterprise,299,200,4,2024-03-29,2024,Q1,3,2024Q1,64,2024-06-01,2024,6,2024-06,299,40.29,13.47,0.0,0,258.71,258.71,High,1.8,1172,144,1215,2733,6.6,Dashboard,72.0,0,3,0-3 months,Active,0,0,,Not Churned,,Large + Enterprise
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2021-09-01,2021,9,2021-09,79,10.6,13.42,0.0,0,68.4,68.4,Low,9.77,76,7,20,45,4.9,API Access,35.0,0,0,0-3 months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2021-10-01,2021,10,2021-10,79,8.01,10.14,0.0,0,70.99,70.99,Low,11.83,68,6,14,30,5.1,Automation,30.0,0,1,0-3 months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2021-11-01,2021,11,2021-11,79,9.98,12.63,0.0,0,69.02,69.02,Low,11.5,68,6,28,76,5.3,Data Export,30.0,0,2,0-3 months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2021-12-01,2021,12,2021-12,79,10.7,13.54,0.0,0,68.3,68.3,Low,11.38,68,6,33,88,2.6,AI Insights,30.0,0,3,0-3 months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2022-01-01,2022,1,2022-01,79,13.21,16.72,0.0,0,65.79,65.79,Low,10.97,68,6,21,40,3.9,Automation,30.0,0,4,4-6 months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2022-02-01,2022,2,2022-02,79,13.08,16.56,0.0,0,65.92,65.92,Low,6.59,100,10,54,160,5.3,Collaboration,50.0,0,5,4-6 months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2022-03-01,2022,3,2022-03,79,9.7,12.28,0.0,0,69.3,69.3,Low,6.3,108,11,58,112,2.8,API Access,55.0,0,6,4-6 months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2022-04-01,2022,4,2022-04,79,9.65,12.22,0.0,0,69.35,69.35,Low,7.71,92,9,57,91,5.2,API Access,45.0,0,7,7-12 months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2022-05-01,2022,5,2022-05,79,9.38,11.87,0.0,0,69.62,69.62,Low,6.96,100,10,33,92,4.1,Integrations,50.0,0,8,7-12 months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2022-06-01,2022,6,2022-06,79,8.39,10.62,20.54,1,91.15,111.69,Mid,8.29,108,11,78,157,4.6,Reports,55.0,0,9,7-12 months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2022-07-01,2022,7,2022-07,79,9.77,12.37,0.0,0,69.23,69.23,Low,6.29,108,11,50,144,3.4,Automation,55.0,0,10,7-12 months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2022-08-01,2022,8,2022-08,79,10.04,12.71,0.0,0,68.96,68.96,Low,8.62,84,8,24,42,3.0,Collaboration,40.0,0,11,7-12 months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2022-09-01,2022,9,2022-09,79,8.8,11.14,33.62,1,103.82,137.44,Mid,9.44,108,11,29,67,3.6,Integrations,55.0,0,12,7-12 months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2022-10-01,2022,10,2022-10,79,8.31,10.52,0.0,0,70.69,70.69,Low,6.43,108,11,45,68,5.5,Collaboration,55.0,0,13,13-24 months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2022-11-01,2022,11,2022-11,79,10.46,13.24,0.0,0,68.54,68.54,Low,9.79,76,7,35,101,4.5,Integrations,35.0,0,14,13-24 months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2022-12-01,2022,12,2022-12,79,10.32,13.06,0.0,0,68.68,68.68,Low,6.24,108,11,76,162,2.5,API Access,55.0,0,15,13-24 months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2023-01-01,2023,1,2023-01,79,13.05,16.52,0.0,0,65.95,65.95,Low,7.33,92,9,45,81,2.7,Data Export,45.0,0,16,13-24 months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2023-02-01,2023,2,2023-02,79,14.98,18.96,0.0,0,64.02,64.02,Low,10.67,68,6,38,70,4.2,Automation,30.0,0,17,13-24 months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2023-03-01,2023,3,2023-03,79,8.08,10.23,0.0,0,70.92,70.92,Low,10.13,76,7,48,107,5.5,Reports,35.0,0,18,13-24 months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2023-04-01,2023,4,2023-04,79,8.64,10.94,0.0,0,70.36,70.36,Low,7.82,92,9,28,59,4.6,Reports,45.0,0,19,13-24 months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2023-05-01,2023,5,2023-05,79,8.17,10.34,0.0,0,70.83,70.83,Low,6.44,108,11,65,104,4.3,Dashboard,55.0,0,20,13-24 months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2023-06-01,2023,6,2023-06,79,10.65,13.48,0.0,0,68.35,68.35,Low,11.39,68,6,37,66,3.4,Collaboration,30.0,0,21,13-24 months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2023-07-01,2023,7,2023-07,79,8.44,10.68,0.0,0,70.56,70.56,Low,10.08,76,7,29,49,4.8,API Access,35.0,0,22,13-24 months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2023-08-01,2023,8,2023-08,79,8.02,10.15,0.0,0,70.98,70.98,Low,7.89,92,9,38,113,5.7,Reports,45.0,0,23,13-24 months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2023-09-01,2023,9,2023-09,79,9.24,11.7,0.0,0,69.76,69.76,Low,8.72,84,8,41,89,5.7,Automation,40.0,0,24,13-24 months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2023-10-01,2023,10,2023-10,79,9.23,11.68,28.79,1,98.56,127.35,Mid,14.08,76,7,48,96,3.6,Integrations,35.0,0,25,25+ months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2023-11-01,2023,11,2023-11,79,7.97,10.09,0.0,0,71.03,71.03,Low,6.46,108,11,21,42,5.6,Reports,55.0,0,26,25+ months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2023-12-01,2023,12,2023-12,79,9.7,12.28,0.0,0,69.3,69.3,Low,7.7,92,9,22,56,2.7,Dashboard,45.0,0,27,25+ months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2024-01-01,2024,1,2024-01,79,12.16,15.39,0.0,0,66.84,66.84,Low,7.43,92,9,58,170,3.4,Dashboard,45.0,0,28,25+ months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2024-02-01,2024,2,2024-02,79,14.03,17.76,0.0,0,64.97,64.97,Low,9.28,76,7,25,43,3.5,AI Insights,35.0,0,29,25+ months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2024-03-01,2024,3,2024-03,79,9.47,11.99,0.0,0,69.53,69.53,Low,7.73,92,9,34,92,2.6,API Access,45.0,0,30,25+ months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2024-04-01,2024,4,2024-04,79,10.01,12.67,0.0,0,68.99,68.99,Low,6.9,100,10,46,136,3.0,AI Insights,50.0,0,31,25+ months,Active,0,0,,Not Churned,,Medium + Pro
C1103,Company_C1103,Retail,Medium,USA,P002,Pro,79,20,2,2021-09-19,2021,Q3,9,2021Q3,986,2024-05-01,2024,5,2024-05,79,8.85,11.2,0.0,0,70.15,70.15,Low,8.77,84,8,27,75,4.6,AI Insights,40.0,0,32,25+ months,Active,0,0,,Not Churned,,Medium + Pro
