customer_id,month,active_users,sessions,login_count,feature_usage,top_feature
C1069,2022-10-01,35,320,736,4.1,Collaboration
C1069,2022-11-01,30,107,246,3.2,AI Insights
C1069,2022-12-01,30,105,216,3.4,Collaboration
C1069,2023-01-01,30,164,424,6.5,Collaboration
C1069,2023-02-01,29,155,347,3.3,Data Export
C1069,2023-03-01,25,204,372,7.9,AI Insights
C1069,2023-04-01,31,259,573,3.9,Reports
C1069,2023-05-01,32,95,210,7.5,Automation
C1069,2023-06-01,34,228,396,5.6,Automation
C1069,2023-07-01,25,187,551,3.6,Automation
C1069,2023-08-01,34,152,348,6.5,Data Export
C1069,2023-09-01,23,128,338,7.2,Automation
C1069,2023-10-01,35,239,510,4.8,Reports
C1069,2023-11-01,28,225,361,4.9,Automation
C1069,2023-12-01,26,83,174,5.7,API Access
C1069,2024-01-01,38,93,252,5.9,Reports
C1069,2024-02-01,34,281,447,3.7,Collaboration
C1069,2024-03-01,36,108,281,6.0,Automation
C1069,2024-04-01,23,207,355,5.7,AI Insights
C1069,2024-05-01,35,138,366,6.1,API Access
C1069,2024-06-01,28,77,188,6.9,API Access
C1070,2022-12-01,33,306,828,7.4,Data Export
C1070,2023-01-01,25,202,362,4.6,Dashboard
C1070,2023-02-01,36,172,314,6.8,Reports
C1070,2023-03-01,37,195,581,5.5,Data Export
C1070,2023-04-01,26,113,318,4.9,Integrations
C1070,2023-05-01,37,99,280,5.5,Reports
C1070,2023-06-01,34,324,793,3.9,Dashboard
C1070,2023-07-01,32,249,521,6.5,Collaboration
C1070,2023-08-01,32,91,218,3.9,Integrations
C1070,2023-09-01,39,208,542,7.6,Dashboard
C1070,2023-10-01,30,231,405,3.6,Collaboration
C1070,2023-11-01,27,127,359,7.0,Collaboration
C1070,2023-12-01,24,100,152,5.6,Reports
C1070,2024-01-01,26,88,252,5.1,API Access
C1070,2024-02-01,24,162,339,6.3,Reports
C1070,2024-03-01,34,82,192,6.9,Dashboard
C1070,2024-04-01,29,141,352,7.5,Automation
C1070,2024-05-01,38,257,410,5.5,Reports
C1070,2024-06-01,23,167,319,3.7,Reports
C1071,2022-10-01,10,36,90,3.9,Reports
C1071,2022-11-01,9,41,102,3.3,Collaboration
C1071,2022-12-01,8,39,74,4.0,Reports
C1071,2023-01-01,10,49,76,2.5,Reports
C1071,2023-02-01,10,32,86,3.2,Collaboration
C1071,2023-03-01,7,41,94,4.8,Dashboard
C1071,2023-04-01,11,67,118,2.9,Dashboard
C1071,2023-05-01,9,53,147,2.6,API Access
C1071,2023-06-01,11,34,95,3.6,Reports
C1071,2023-07-01,8,19,29,2.6,Dashboard
C1071,2023-08-01,7,22,48,3.2,Reports
C1071,2023-09-01,11,34,54,5.6,Reports
C1071,2023-10-01,9,22,44,3.7,Data Export
C1071,2023-11-01,8,25,45,3.4,Data Export
C1071,2023-12-01,9,31,64,3.6,Automation
C1071,2024-01-01,8,41,80,3.3,Dashboard
C1071,2024-02-01,8,30,69,5.4,Automation
C1071,2024-03-01,9,63,127,5.1,Reports
C1071,2024-04-01,8,54,88,3.9,Dashboard
C1071,2024-05-01,10,67,178,3.3,Automation
C1071,2024-06-01,10,40,74,5.1,Automation
C1072,2023-06-01,7,16,24,1.6,Dashboard
C1072,2023-07-01,5,16,47,3.1,Dashboard
C1072,2023-08-01,6,17,40,3.3,Collaboration
C1072,2023-09-01,6,28,47,2.4,Reports
C1072,2023-10-01,5,6,15,2.8,Reports
C1072,2023-11-01,6,15,25,1.7,Automation
C1072,2023-12-01,5,6,13,3.1,Dashboard
C1072,2024-01-01,7,27,58,1.7,API Access
C1072,2024-02-01,6,21,49,2.8,API Access
C1072,2024-03-01,6,27,53,3.2,API Access
C1072,2024-04-01,6,9,24,3.0,Collaboration
C1072,2024-05-01,6,23,66,2.6,API Access
C1072,2024-06-01,4,19,51,2.8,Reports
C1073,2022-04-01,7,28,71,3.0,Dashboard
C1073,2022-05-01,4,6,13,2.1,AI Insights
C1073,2022-06-01,7,14,28,1.9,Dashboard
C1073,2022-07-01,4,8,12,2.7,Collaboration
C1073,2022-08-01,4,13,38,2.1,API Access
C1073,2022-09-01,6,12,26,3.5,Integrations
C1073,2022-10-01,5,20,31,3.3,Integrations
C1073,2022-11-01,4,14,38,3.7,Dashboard
C1073,2022-12-01,4,11,28,3.5,AI Insights
C1073,2023-01-01,5,12,32,2.5,Dashboard
C1073,2023-02-01,4,17,30,4.0,API Access
C1073,2023-03-01,7,20,47,2.2,AI Insights
C1073,2023-04-01,4,17,47,2.9,API Access
C1073,2023-05-01,6,9,15,1.9,Dashboard
C1073,2023-06-01,7,10,24,2.0,Collaboration
C1073,2023-07-01,7,10,16,2.8,Automation
C1073,2023-08-01,6,28,77,3.5,Collaboration
C1073,2023-09-01,5,19,37,3.9,Automation
C1073,2023-10-01,5,22,56,2.0,Automation
C1073,2023-11-01,5,11,17,2.8,Collaboration
C1073,2023-12-01,6,21,55,3.3,Dashboard
C1073,2024-01-01,5,14,31,1.6,Reports
C1073,2024-02-01,4,12,29,2.9,Automation
C1073,2024-03-01,4,16,41,2.8,Collaboration
C1073,2024-04-01,6,26,72,3.9,Reports
C1073,2024-05-01,6,10,29,2.2,Integrations
C1073,2024-06-01,4,9,26,3.8,Dashboard
C1074,2023-01-01,8,37,106,2.4,Dashboard
C1074,2023-02-01,8,47,135,4.1,API Access
C1074,2023-03-01,10,18,38,4.8,API Access
C1074,2023-04-01,11,33,72,2.9,Automation
C1074,2023-05-01,6,24,53,5.4,Automation
C1074,2023-06-01,7,16,27,3.4,Integrations
C1074,2023-07-01,9,43,106,2.8,API Access
C1074,2023-08-01,9,18,50,4.8,API Access
C1074,2023-09-01,7,25,52,4.6,API Access
C1074,2023-10-01,6,30,63,3.6,Data Export
C1074,2023-11-01,10,50,76,5.2,Reports
C1074,2023-12-01,10,19,44,5.0,API Access
C1074,2024-01-01,6,20,40,4.8,Dashboard
C1074,2024-02-01,11,46,72,4.4,AI Insights
C1074,2024-03-01,8,39,69,6.0,Dashboard
C1074,2024-04-01,8,55,120,3.0,Data Export
C1074,2024-05-01,11,23,43,5.6,AI Insights
C1074,2024-06-01,10,36,63,5.3,Dashboard
C1075,2024-06-01,6,29,83,2.5,AI Insights
C1076,2024-04-01,8,45,102,2.7,Collaboration
C1076,2024-05-01,6,11,32,2.9,AI Insights
C1077,2023-02-01,7,13,35,3.1,Dashboard
C1077,2023-03-01,5,10,27,3.6,API Access
C1077,2023-04-01,5,10,23,3.5,AI Insights
C1077,2023-05-01,4,17,44,2.3,Data Export
C1077,2023-06-01,7,12,27,2.1,Integrations
C1077,2023-07-01,5,23,54,2.8,Integrations
C1077,2023-08-01,6,13,34,2.7,Dashboard
C1077,2023-09-01,5,5,11,1.2,Dashboard
C1077,2023-10-01,2,2,3,1.5,Dashboard
C1078,2024-02-01,5,22,45,2.4,Data Export
C1078,2024-03-01,5,20,52,3.1,Integrations
C1078,2024-04-01,4,11,25,1.9,Integrations
C1078,2024-05-01,7,18,39,3.2,Collaboration
C1078,2024-06-01,4,8,15,3.9,Automation
C1079,2024-05-01,6,19,48,3.2,Automation
C1079,2024-06-01,4,5,13,3.4,Dashboard
C1080,2022-03-01,7,22,59,5.1,AI Insights
C1080,2022-04-01,8,53,157,5.6,Reports
C1080,2022-05-01,11,26,39,4.4,Collaboration
C1080,2022-06-01,11,54,137,5.9,AI Insights
C1080,2022-07-01,7,17,27,3.6,Dashboard
C1080,2022-08-01,8,26,57,4.0,AI Insights
C1080,2022-09-01,9,61,166,5.0,Reports
C1080,2022-10-01,8,50,82,2.6,Data Export
C1080,2022-11-01,9,35,98,3.7,Automation
C1080,2022-12-01,8,29,50,4.4,API Access
C1080,2023-01-01,6,32,58,4.2,Reports
C1080,2023-02-01,11,21,37,2.4,Integrations
C1080,2023-03-01,11,42,117,5.1,Dashboard
C1080,2023-04-01,8,45,116,3.1,Collaboration
C1080,2023-05-01,9,58,92,4.3,Data Export
C1080,2023-06-01,10,43,104,5.5,Collaboration
C1080,2023-07-01,11,45,92,2.5,Automation
C1080,2023-08-01,9,59,124,3.8,API Access
C1080,2023-09-01,9,58,157,5.7,Dashboard
C1080,2023-10-01,10,20,43,3.3,Reports
C1080,2023-11-01,6,30,52,4.8,Dashboard
C1080,2023-12-01,9,59,169,3.4,Dashboard
C1080,2024-01-01,7,48,89,5.2,Reports
C1080,2024-02-01,9,27,51,2.5,API Access
C1080,2024-03-01,10,19,52,5.8,Integrations
C1080,2024-04-01,11,61,153,2.4,Automation
C1080,2024-05-01,9,25,53,5.6,Reports
C1080,2024-06-01,6,20,34,3.6,API Access
C1081,2022-06-01,36,94,194,7.7,Reports
C1081,2022-07-01,37,236,455,5.5,Data Export
C1081,2022-08-01,24,77,182,6.8,Collaboration
C1081,2022-09-01,35,148,302,7.8,Data Export
C1081,2022-10-01,30,73,136,5.3,AI Insights
C1081,2022-11-01,26,87,173,3.3,Integrations
C1081,2022-12-01,39,212,486,7.8,Integrations
C1081,2023-01-01,20,73,134,6.0,Dashboard
C1081,2023-02-01,22,193,554,3.4,Collaboration
C1081,2023-03-01,32,242,481,5.1,API Access
C1081,2023-04-01,24,159,376,3.8,Collaboration
C1081,2023-05-01,31,247,429,7.5,API Access
C1081,2023-06-01,36,267,501,4.0,Reports
C1081,2023-07-01,27,144,340,3.7,Data Export
C1081,2023-08-01,31,143,239,3.2,Dashboard
C1081,2023-09-01,23,147,221,3.2,Reports
C1081,2023-10-01,34,125,278,4.8,Dashboard
C1081,2023-11-01,38,131,227,6.6,AI Insights
C1081,2023-12-01,21,184,375,5.0,Reports
C1081,2024-01-01,27,167,405,6.4,Automation
C1081,2024-02-01,21,184,387,3.8,API Access
C1081,2024-03-01,33,83,136,4.0,Automation
C1081,2024-04-01,31,130,228,3.4,Collaboration
C1081,2024-05-01,27,158,452,4.8,AI Insights
C1081,2024-06-01,38,311,560,5.9,Reports
C1082,2023-09-01,11,28,51,4.4,API Access
C1082,2023-10-01,10,18,28,2.7,Reports
C1082,2023-11-01,8,40,73,3.8,Dashboard
C1082,2023-12-01,10,46,103,2.8,Automation
C1082,2024-01-01,6,22,56,4.4,API Access
C1082,2024-02-01,11,77,192,2.5,Dashboard
C1082,2024-03-01,6,15,25,4.4,Integrations
C1082,2024-04-01,10,24,44,2.9,Integrations
C1082,2024-05-01,11,69,163,5.5,AI Insights
C1082,2024-06-01,9,40,95,2.8,Integrations
C1083,2022-03-01,29,194,557,5.3,Dashboard
C1083,2022-04-01,27,165,407,2.7,Automation
C1083,2022-05-01,29,193,424,5.4,API Access
C1083,2022-06-01,25,59,158,3.5,Dashboard
C1083,2022-07-01,23,99,183,3.9,API Access
C1083,2022-08-01,20,44,127,3.3,Dashboard
C1083,2022-09-01,19,93,275,5.3,API Access
C1083,2022-10-01,21,123,303,4.9,API Access
C1083,2022-11-01,17,99,192,4.7,Dashboard
C1083,2022-12-01,28,180,438,4.1,API Access
C1083,2023-01-01,24,155,316,2.8,Data Export
C1083,2023-02-01,26,166,304,4.3,Automation
C1083,2023-03-01,15,39,112,2.6,Collaboration
C1083,2023-04-01,19,88,134,3.5,Reports
C1083,2023-05-01,23,93,146,2.5,Dashboard
C1083,2023-06-01,19,95,202,3.7,Reports
C1083,2023-07-01,21,70,122,3.8,AI Insights
C1083,2023-08-01,25,63,129,4.5,Data Export
C1083,2023-09-01,18,108,199,4.5,Dashboard
C1083,2023-10-01,29,196,479,2.6,Dashboard
C1083,2023-11-01,19,82,136,5.0,AI Insights
C1083,2023-12-01,17,47,92,2.6,API Access
C1083,2024-01-01,27,109,322,2.4,Dashboard
C1083,2024-02-01,15,48,138,5.3,Reports
C1083,2024-03-01,19,88,229,4.0,Reports
C1083,2024-04-01,17,80,149,5.3,AI Insights
C1083,2024-05-01,26,133,336,5.7,API Access
C1083,2024-06-01,22,150,446,3.3,Integrations
C1084,2021-10-01,10,26,68,3.0,Reports
C1084,2021-11-01,10,30,59,2.6,Reports
C1084,2021-12-01,9,16,24,5.9,Dashboard
C1084,2022-01-01,7,29,46,5.4,Reports
C1084,2022-02-01,6,27,50,5.1,Reports
C1084,2022-03-01,7,48,123,3.4,Automation
C1084,2022-04-01,6,30,71,5.0,AI Insights
C1084,2022-05-01,10,41,83,5.5,Data Export
C1084,2022-06-01,7,20,58,4.9,API Access
C1084,2022-07-01,6,21,38,5.2,Integrations
C1084,2022-08-01,7,50,101,4.2,Integrations
C1084,2022-09-01,7,29,54,5.3,Integrations
C1084,2022-10-01,11,34,98,3.2,Reports
C1084,2022-11-01,9,56,101,3.1,Reports
C1084,2022-12-01,7,44,76,5.1,Data Export
C1084,2023-01-01,6,29,59,5.0,API Access
C1084,2023-02-01,6,18,28,5.7,API Access
C1084,2023-03-01,6,37,73,5.3,API Access
C1084,2023-04-01,6,41,81,5.5,Dashboard
C1084,2023-05-01,9,63,154,4.9,Reports
C1084,2023-06-01,6,31,78,3.5,Reports
C1084,2023-07-01,7,15,36,3.7,Reports
C1084,2023-08-01,6,21,47,5.3,Data Export
C1084,2023-09-01,10,22,36,3.3,Data Export
C1084,2023-10-01,11,40,61,5.0,Reports
C1084,2023-11-01,10,51,95,5.1,Dashboard
C1084,2023-12-01,10,43,85,4.2,AI Insights
C1084,2024-01-01,8,55,156,3.8,Collaboration
C1084,2024-02-01,7,32,79,5.9,API Access
C1084,2024-03-01,6,36,60,3.9,Collaboration
C1084,2024-04-01,6,32,73,3.7,Data Export
C1084,2024-05-01,8,28,42,5.2,API Access
C1084,2024-06-01,11,38,73,2.6,Automation
C1085,2021-05-01,1,3,6,3.2,Integrations
C1085,2021-06-01,1,1,1,2.1,Data Export
C1085,2021-07-01,1,4,6,3.4,Dashboard
C1085,2021-08-01,1,4,10,2.6,Dashboard
C1085,2021-09-01,1,1,1,3.6,Integrations
C1085,2021-10-01,1,3,5,2.3,Data Export
C1085,2021-11-01,1,1,2,2.9,Dashboard
C1085,2021-12-01,1,2,4,2.4,Integrations
C1085,2022-01-01,1,4,11,1.7,Reports
C1085,2022-02-01,1,3,6,2.6,Integrations
C1085,2022-03-01,1,2,3,1.7,API Access
C1085,2022-04-01,1,2,5,3.3,Data Export
C1085,2022-05-01,1,3,8,2.7,Automation
C1085,2022-06-01,1,2,3,2.7,Reports
C1085,2022-07-01,1,4,11,2.1,AI Insights
C1085,2022-08-01,1,4,9,3.0,Automation
C1085,2022-09-01,1,1,1,3.9,Automation
C1085,2022-10-01,1,2,3,2.5,Reports
C1085,2022-11-01,1,2,4,3.3,API Access
C1085,2022-12-01,1,3,7,3.7,Dashboard
C1085,2023-01-01,1,2,4,3.1,Reports
C1085,2023-02-01,1,4,7,3.4,Integrations
C1085,2023-03-01,1,3,5,3.8,Dashboard
C1085,2023-04-01,1,2,5,2.4,Reports
C1085,2023-05-01,1,2,4,2.7,Collaboration
C1085,2023-06-01,1,1,2,3.3,API Access
C1085,2023-07-01,1,1,2,2.5,Integrations
C1085,2023-08-01,1,1,1,2.2,Dashboard
C1085,2023-09-01,1,4,7,2.4,Automation
C1085,2023-10-01,1,2,5,2.8,AI Insights
C1085,2023-11-01,1,3,8,3.6,Integrations
C1085,2023-12-01,1,3,5,2.8,Dashboard
C1085,2024-01-01,1,2,3,3.5,AI Insights
C1085,2024-02-01,1,1,2,1.7,Integrations
C1085,2024-03-01,1,2,4,3.1,Reports
C1085,2024-04-01,1,3,7,1.9,Data Export
C1085,2024-05-01,1,3,5,2.3,AI Insights
C1085,2024-06-01,1,3,7,2.5,Integrations
C1086,2021-08-01,26,68,136,4.0,Reports
C1086,2021-09-01,21,38,64,2.5,Reports
C1086,2021-10-01,29,58,120,4.1,Collaboration
C1086,2021-11-01,29,68,138,4.8,Integrations
C1086,2021-12-01,26,162,267,4.3,Automation
C1086,2022-01-01,26,117,334,3.6,API Access
C1086,2022-02-01,21,118,318,5.5,Reports
C1086,2022-03-01,16,74,143,3.4,Automation
C1086,2022-04-01,15,72,194,3.9,Reports
C1086,2022-05-01,22,112,307,5.3,Collaboration
C1086,2022-06-01,19,65,98,3.0,Data Export
C1086,2022-07-01,25,65,149,5.4,Dashboard
C1086,2022-08-01,16,103,190,2.7,Reports
C1086,2022-09-01,18,39,107,2.8,Integrations
C1086,2022-10-01,25,96,198,4.5,Dashboard
C1086,2022-11-01,18,44,116,4.8,API Access
C1086,2022-12-01,20,38,82,5.2,Dashboard
C1086,2023-01-01,22,138,232,2.8,Integrations
C1086,2023-02-01,26,64,126,5.8,Data Export
C1086,2023-03-01,25,64,125,4.2,Integrations
C1086,2023-04-01,25,73,116,2.6,Reports
C1086,2023-05-01,19,54,86,2.8,Data Export
C1086,2023-06-01,29,140,231,2.4,Data Export
C1086,2023-07-01,28,155,286,3.5,Dashboard
C1086,2023-08-01,28,151,296,4.0,Integrations
C1086,2023-09-01,21,102,195,2.6,Data Export
C1086,2023-10-01,20,46,114,4.2,Integrations
C1086,2023-11-01,16,45,85,5.3,AI Insights
C1086,2023-12-01,20,69,116,5.2,API Access
C1086,2024-01-01,24,104,197,2.6,AI Insights
C1086,2024-02-01,15,44,131,4.0,Reports
C1086,2024-03-01,24,122,360,4.0,Automation
C1086,2024-04-01,18,91,233,3.8,Data Export
C1086,2024-05-01,24,54,147,3.9,Reports
C1086,2024-06-01,15,58,106,3.9,Collaboration
C1087,2023-05-01,2,13,33,4.4,Reports
C1087,2023-06-01,2,7,11,5.4,Dashboard
C1087,2023-07-01,2,10,24,3.5,Collaboration
C1087,2023-08-01,1,3,4,5.8,Dashboard
C1087,2023-09-01,1,3,6,4.1,Reports
C1087,2023-10-01,2,11,26,5.3,Integrations
C1087,2023-11-01,2,9,19,5.6,Reports
C1087,2023-12-01,2,3,4,5.6,Collaboration
C1087,2024-01-01,1,2,4,5.8,Collaboration
C1087,2024-02-01,2,6,17,4.5,Collaboration
C1087,2024-03-01,2,13,28,2.8,Data Export
C1087,2024-04-01,1,2,5,3.9,Dashboard
C1087,2024-05-01,1,5,8,2.7,Reports
C1087,2024-06-01,1,7,14,5.5,API Access
C1088,2021-11-01,5,10,24,2.8,Automation
C1088,2021-12-01,6,28,80,2.5,Dashboard
C1088,2022-01-01,6,9,23,1.7,Reports
C1088,2022-02-01,4,8,12,3.8,Dashboard
C1088,2022-03-01,6,24,57,2.5,API Access
C1088,2022-04-01,5,18,46,3.9,Automation
C1088,2022-05-01,6,17,28,2.7,Data Export
C1088,2022-06-01,7,27,68,2.0,Integrations
C1088,2022-07-01,6,10,28,3.5,Collaboration
C1088,2022-08-01,7,29,59,2.4,Automation
C1088,2022-09-01,7,12,26,3.5,Integrations
C1088,2022-10-01,6,12,19,3.8,Reports
C1088,2022-11-01,6,24,68,2.8,Automation
C1088,2022-12-01,5,6,9,2.5,Automation
C1088,2023-01-01,5,10,19,3.1,Dashboard
C1088,2023-02-01,6,15,30,2.5,Collaboration
C1088,2023-03-01,6,11,30,3.4,API Access
C1088,2023-04-01,5,20,46,3.0,Dashboard
C1088,2023-05-01,7,25,61,2.4,API Access
C1088,2023-06-01,7,14,36,2.2,Dashboard
C1088,2023-07-01,6,28,72,4.0,API Access
C1088,2023-08-01,6,28,57,1.9,Collaboration
C1088,2023-09-01,6,14,34,2.0,Data Export
C1088,2023-10-01,4,14,37,3.5,Dashboard
C1088,2023-11-01,7,9,24,2.6,API Access
C1088,2023-12-01,7,19,44,3.5,Data Export
C1088,2024-01-01,6,20,32,3.9,Collaboration
C1088,2024-02-01,4,14,32,1.9,AI Insights
C1088,2024-03-01,6,13,38,3.6,Automation
C1088,2024-04-01,7,25,70,3.3,Integrations
C1088,2024-05-01,5,8,20,2.1,Dashboard
C1088,2024-06-01,6,18,40,3.7,Data Export
C1089,2023-11-01,38,158,472,7.3,Data Export
C1089,2023-12-01,39,297,476,3.9,Data Export
C1089,2024-01-01,35,217,369,3.9,API Access
C1089,2024-02-01,35,216,642,7.1,Dashboard
C1089,2024-03-01,27,188,458,6.6,Collaboration
C1089,2024-04-01,23,123,325,6.5,API Access
C1089,2024-05-01,24,145,286,6.2,Integrations
C1089,2024-06-01,28,160,305,7.2,Dashboard
C1090,2021-12-01,40,323,829,7.6,Automation
C1090,2022-01-01,44,168,478,4.4,Collaboration
C1090,2022-02-01,40,368,1055,4.5,Collaboration
C1090,2022-03-01,27,200,481,7.0,Reports
C1090,2022-04-01,41,421,829,8.5,API Access
C1090,2022-05-01,28,143,326,7.7,Reports
C1090,2022-06-01,43,335,887,7.5,API Access
C1090,2022-07-01,25,264,441,5.3,Data Export
C1090,2022-08-01,27,166,255,7.4,Dashboard
C1090,2022-09-01,35,230,635,5.3,Reports
C1090,2022-10-01,37,334,528,7.1,API Access
C1090,2022-11-01,42,378,867,8.6,Dashboard
C1090,2022-12-01,43,317,802,3.7,AI Insights
C1090,2023-01-01,43,448,986,4.2,Dashboard
C1090,2023-02-01,38,224,579,4.8,Dashboard
C1090,2023-03-01,33,108,291,4.5,Reports
C1090,2023-04-01,37,276,807,6.1,Reports
C1090,2023-05-01,32,324,763,6.8,Reports
C1090,2023-06-01,33,243,642,4.0,Data Export
C1090,2023-07-01,40,190,413,7.3,Dashboard
C1090,2023-08-01,33,146,304,8.6,Dashboard
C1090,2023-09-01,38,233,685,5.7,Automation
C1090,2023-10-01,41,145,252,8.7,Reports
C1090,2023-11-01,41,178,275,3.7,Dashboard
C1090,2023-12-01,31,146,381,6.3,Dashboard
C1090,2024-01-01,44,342,1023,6.6,Integrations
C1090,2024-02-01,27,271,757,7.9,Dashboard
C1090,2024-03-01,33,280,640,4.0,Automation
C1090,2024-04-01,27,166,336,8.6,Integrations
C1090,2024-05-01,25,68,115,3.9,API Access
C1090,2024-06-01,23,117,271,5.0,Automation
C1091,2023-09-01,129,1096,2449,7.4,AI Insights
C1091,2023-10-01,108,637,1018,7.0,AI Insights
C1091,2023-11-01,121,416,1066,3.7,Reports
C1091,2023-12-01,97,665,1614,7.3,AI Insights
C1091,2024-01-01,153,572,1610,4.7,Dashboard
C1091,2024-02-01,108,300,653,4.3,Reports
C1091,2024-03-01,103,823,1519,7.4,Dashboard
C1091,2024-04-01,114,439,1197,5.1,Data Export
C1091,2024-05-01,119,518,866,5.9,Integrations
C1091,2024-06-01,166,1201,3358,4.2,API Access
C1092,2023-11-01,20,49,135,5.2,Automation
C1092,2023-12-01,27,117,294,2.4,Reports
C1092,2024-01-01,15,57,163,2.6,Dashboard
C1092,2024-02-01,16,62,146,2.4,Automation
C1092,2024-03-01,19,115,229,2.5,Reports
C1092,2024-04-01,24,106,206,4.5,API Access
C1092,2024-05-01,25,114,271,3.5,Dashboard
C1092,2024-06-01,15,93,230,5.9,API Access
C1093,2024-03-01,5,16,26,3.0,Dashboard
C1093,2024-04-01,3,3,5,1.4,Reports
C1093,2024-05-01,2,3,8,1.9,Reports
C1094,2022-11-01,1,1,2,2.7,Reports
C1094,2022-12-01,1,2,3,3.3,AI Insights
C1094,2023-01-01,1,2,5,3.4,Automation
C1094,2023-02-01,1,1,1,1.9,Reports
C1094,2023-03-01,1,2,4,2.6,Dashboard
C1094,2023-04-01,1,3,6,2.6,Reports
C1094,2023-05-01,1,2,4,3.9,Dashboard
C1094,2023-06-01,1,2,5,3.7,Integrations
C1094,2023-07-01,1,3,5,2.9,Dashboard
C1094,2023-08-01,1,4,10,1.9,Automation
C1094,2023-09-01,1,2,5,3.9,AI Insights
C1094,2023-10-01,1,2,5,1.7,AI Insights
C1094,2023-11-01,1,2,3,2.8,Automation
C1094,2023-12-01,1,1,1,2.7,Integrations
C1094,2024-01-01,1,1,1,2.4,API Access
C1094,2024-02-01,1,4,7,3.7,Dashboard
C1094,2024-03-01,1,1,2,3.7,Reports
C1094,2024-04-01,1,2,5,3.5,Dashboard
C1094,2024-05-01,1,4,7,1.9,Reports
C1094,2024-06-01,1,3,7,1.7,Data Export
C1095,2022-01-01,1,2,5,1.8,Automation
C1095,2022-02-01,1,4,9,3.3,Dashboard
C1095,2022-03-01,1,2,4,1.9,Dashboard
C1095,2022-04-01,1,4,9,3.1,Integrations
C1095,2022-05-01,1,3,6,3.1,Data Export
C1095,2022-06-01,1,4,11,3.7,Reports
C1095,2022-07-01,1,2,4,2.8,Reports
C1095,2022-08-01,1,3,7,3.9,Integrations
C1095,2022-09-01,1,2,4,2.9,AI Insights
C1095,2022-10-01,1,4,8,3.3,Dashboard
C1095,2022-11-01,1,3,7,2.7,API Access
C1095,2022-12-01,1,3,7,3.5,AI Insights
C1095,2023-01-01,1,4,7,3.2,Automation
C1095,2023-02-01,1,4,7,3.6,Dashboard
C1095,2023-03-01,1,4,7,2.6,API Access
C1095,2023-04-01,1,2,4,2.3,API Access
C1095,2023-05-01,1,3,7,1.7,Collaboration
C1095,2023-06-01,1,2,4,2.8,Data Export
C1095,2023-07-01,1,4,9,3.7,AI Insights
C1095,2023-08-01,1,3,8,3.9,Reports
C1095,2023-09-01,1,2,5,3.8,API Access
C1095,2023-10-01,1,4,9,2.5,Integrations
C1095,2023-11-01,1,1,1,1.7,Collaboration
C1095,2023-12-01,1,1,2,3.2,Collaboration
C1095,2024-01-01,1,2,4,3.7,Automation
C1095,2024-02-01,1,2,3,3.1,API Access
C1095,2024-03-01,1,2,3,2.1,AI Insights
C1095,2024-04-01,1,2,3,2.1,Integrations
C1095,2024-05-01,1,1,2,3.2,Dashboard
C1095,2024-06-01,1,1,2,1.9,Collaboration
C1096,2021-08-01,27,94,163,3.3,Automation
C1096,2021-09-01,25,154,296,4.0,Reports
C1096,2021-10-01,25,70,206,3.3,API Access
C1096,2021-11-01,16,65,157,5.6,Integrations
C1096,2021-12-01,25,87,175,4.0,Data Export
C1096,2022-01-01,28,72,112,2.8,Reports
C1096,2022-02-01,17,120,227,5.8,Reports
C1096,2022-03-01,19,82,171,5.2,Dashboard
C1096,2022-04-01,23,156,373,5.8,Dashboard
C1096,2022-05-01,25,147,223,3.9,Dashboard
C1096,2022-06-01,26,61,105,5.5,Data Export
C1096,2022-07-01,23,70,179,2.5,API Access
C1096,2022-08-01,19,91,184,4.8,Data Export
C1096,2022-09-01,20,70,203,4.5,Dashboard
C1096,2022-10-01,29,85,169,2.4,API Access
C1096,2022-11-01,26,131,328,5.7,Reports
C1096,2022-12-01,24,106,295,3.1,AI Insights
C1096,2023-01-01,15,81,171,2.5,Dashboard
C1096,2023-02-01,26,81,190,5.0,Data Export
C1096,2023-03-01,27,186,397,5.7,Dashboard
C1096,2023-04-01,29,80,127,4.0,Data Export
C1096,2023-05-01,25,99,216,4.6,API Access
C1096,2023-06-01,29,124,356,2.6,Reports
C1096,2023-07-01,16,32,57,5.5,Reports
C1096,2023-08-01,24,102,244,5.6,Data Export
C1096,2023-09-01,20,114,265,3.1,Reports
C1096,2023-10-01,25,76,197,5.5,Dashboard
C1096,2023-11-01,23,113,233,4.7,Dashboard
C1096,2023-12-01,15,54,83,2.7,Dashboard
C1096,2024-01-01,21,135,384,2.9,Dashboard
C1096,2024-02-01,18,77,201,3.1,AI Insights
C1096,2024-03-01,19,97,192,5.0,Integrations
C1096,2024-04-01,21,56,129,2.9,API Access
C1096,2024-05-01,17,94,214,4.9,AI Insights
C1096,2024-06-01,29,205,358,5.9,Integrations
C1097,2022-05-01,11,35,89,3.7,Integrations
C1097,2022-06-01,6,39,87,2.4,Integrations
C1097,2022-07-01,10,62,153,5.6,Data Export
C1097,2022-08-01,8,44,82,5.3,Reports
C1097,2022-09-01,8,23,53,4.9,API Access
C1097,2022-10-01,9,42,63,2.4,Automation
C1097,2022-11-01,9,36,79,4.0,Collaboration
C1097,2022-12-01,11,24,68,4.3,Automation
C1097,2023-01-01,11,28,54,3.8,Dashboard
C1097,2023-02-01,9,41,122,5.6,Automation
C1097,2023-03-01,6,31,64,2.8,Dashboard
C1097,2023-04-01,8,51,82,4.3,API Access
