customer_id,plan_id,month,base_revenue,discount,expansion_revenue,subscription_revenue,tenure_months,renewal_status
C1103,P002,2023-09-01,79,9.24,0.0,69.76,24,Active
C1103,P002,2023-10-01,79,9.23,28.79,98.56,25,Active
C1103,P002,2023-11-01,79,7.97,0.0,71.03,26,Active
C1103,P002,2023-12-01,79,9.7,0.0,69.3,27,Active
C1103,P002,2024-01-01,79,12.16,0.0,66.84,28,Active
C1103,P002,2024-02-01,79,14.03,0.0,64.97,29,Active
C1103,P002,2024-03-01,79,9.47,0.0,69.53,30,Active
C1103,P002,2024-04-01,79,10.01,0.0,68.99,31,Active
C1103,P002,2024-05-01,79,8.85,0.0,70.15,32,Active
C1103,P002,2024-06-01,79,8.54,0.0,70.46,33,Active
C1104,P001,2023-05-01,29,1.71,44.01,71.3,0,Active
C1104,P001,2023-06-01,29,0.83,0.0,28.17,1,Active
C1104,P001,2023-07-01,29,0.92,0.0,28.08,2,Active
C1104,P001,2023-08-01,29,1.51,0.0,27.49,3,Active
C1104,P001,2023-09-01,29,1.69,0.0,27.31,4,Active
C1104,P001,2023-10-01,29,1.25,0.0,27.75,5,Active
C1104,P001,2023-11-01,29,0.9,0.0,28.1,6,Active
C1104,P001,2023-12-01,29,1.2,0.0,27.8,7,Active
C1104,P001,2024-01-01,29,2.43,42.95,69.52,8,Active
C1104,P001,2024-02-01,29,2.62,0.0,26.38,9,Active
C1104,P001,2024-03-01,29,1.35,0.0,27.65,10,Active
C1104,P001,2024-04-01,29,1.06,0.0,27.94,11,Active
C1104,P001,2024-05-01,29,1.18,0.0,27.82,12,Active
C1104,P001,2024-06-01,29,1.22,0.0,27.78,13,Active
C1105,P002,2023-05-01,79,5.93,0.0,73.07,0,Active
C1105,P002,2023-06-01,79,5.58,0.0,73.42,1,Active
C1105,P002,2023-07-01,79,4.54,0.0,74.46,2,Active
C1105,P002,2023-08-01,79,5.53,0.0,73.47,3,Active
C1105,P002,2023-09-01,79,6.04,0.0,72.96,4,Active
C1105,P002,2023-10-01,79,6.55,0.0,72.45,5,Active
C1105,P002,2023-11-01,79,6.91,0.0,72.09,6,Active
C1105,P002,2023-12-01,79,4.8,0.0,74.2,7,Active
C1105,P002,2024-01-01,79,9.92,0.0,69.08,8,Active
C1105,P002,2024-02-01,79,10.46,0.0,68.54,9,Active
C1105,P002,2024-03-01,79,6.64,0.0,72.36,10,Active
C1105,P002,2024-04-01,79,6.82,0.0,72.18,11,Active
C1105,P002,2024-05-01,79,6.9,0.0,72.1,12,Active
C1105,P002,2024-06-01,79,6.25,0.0,72.75,13,Active
C1106,P003,2021-09-01,149,25.69,0.0,123.31,0,Active
C1106,P003,2021-10-01,149,28.09,0.0,120.91,1,Active
C1106,P003,2021-11-01,149,29.78,0.0,119.22,2,Active
C1106,P003,2021-12-01,149,30.36,0.0,118.64,3,Active
C1106,P003,2022-01-01,149,37.91,0.0,111.09,4,Active
C1106,P003,2022-02-01,149,36.56,0.0,112.44,5,Active
C1106,P003,2022-03-01,149,26.92,0.0,122.08,6,Active
C1106,P003,2022-04-01,149,26.29,0.0,122.71,7,Active
C1106,P003,2022-05-01,149,26.74,0.0,122.26,8,Active
C1106,P003,2022-06-01,149,26.22,99.7,222.48,9,Active
C1106,P003,2022-07-01,149,27.18,0.0,121.82,10,Active
C1106,P003,2022-08-01,149,31.24,0.0,117.76,11,Active
C1106,P003,2022-09-01,149,30.73,0.0,118.27,12,Active
C1106,P003,2022-10-01,149,26.96,98.97,221.01,13,Active
C1106,P003,2022-11-01,149,26.99,0.0,122.01,14,Active
C1106,P003,2022-12-01,149,29.17,92.25,212.08,15,Active
C1106,P003,2023-01-01,149,37.44,109.65,221.21,16,Active
C1106,P003,2023-02-01,149,34.65,0.0,114.35,17,Active
C1106,P003,2023-03-01,149,25.71,0.0,123.29,18,Active
C1106,P003,2023-04-01,149,30.67,0.0,118.33,19,Active
C1106,P003,2023-05-01,149,30.61,0.0,118.39,20,Active
C1106,P003,2023-06-01,149,30.34,0.0,118.66,21,Active
C1106,P003,2023-07-01,149,26.74,0.0,122.26,22,Active
C1106,P003,2023-08-01,149,28.31,86.42,207.11,23,Active
C1106,P003,2023-09-01,149,28.79,0.0,120.21,24,Active
C1106,P003,2023-10-01,149,28.46,0.0,120.54,25,Active
C1106,P003,2023-11-01,149,25.87,0.0,123.13,26,Active
C1106,P003,2023-12-01,149,29.94,0.0,119.06,27,Active
C1106,P003,2024-01-01,149,37.74,0.0,111.26,28,Active
C1106,P003,2024-02-01,149,37.58,0.0,111.42,29,Active
C1106,P003,2024-03-01,149,30.91,0.0,118.09,30,Active
C1106,P003,2024-04-01,149,25.97,0.0,123.03,31,Active
C1106,P003,2024-05-01,149,26.97,0.0,122.03,32,Active
C1106,P003,2024-06-01,149,30.47,73.35,191.88,33,Active
C1107,P003,2023-03-01,149,23.54,0.0,125.46,0,Active
C1107,P003,2023-04-01,149,22.62,0.0,126.38,1,Active
C1107,P003,2023-05-01,149,20.84,0.0,128.16,2,Active
C1107,P003,2023-06-01,149,24.04,0.0,124.96,3,Active
C1107,P003,2023-07-01,149,22.2,0.0,126.8,4,Active
C1107,P003,2023-08-01,149,21.21,0.0,127.79,5,Active
C1107,P003,2023-09-01,149,24.77,39.58,163.81,6,Active
C1107,P003,2023-10-01,149,24.13,46.7,171.57,7,Active
C1107,P003,2023-11-01,149,23.37,0.0,125.63,8,Active
C1107,P003,2023-12-01,149,21.66,0.0,127.34,9,Active
C1107,P003,2024-01-01,149,31.0,0.0,118.0,10,Active
C1107,P003,2024-02-01,149,30.9,0.0,118.1,11,Active
C1107,P003,2024-03-01,149,20.78,0.0,128.22,12,Active
C1107,P003,2024-04-01,149,19.42,0.0,129.58,13,Active
C1107,P003,2024-05-01,149,24.9,0.0,124.1,14,Active
C1107,P003,2024-06-01,149,21.16,0.0,127.84,15,Active
C1108,P003,2021-06-01,149,38.78,0.0,110.22,0,Active
C1108,P003,2021-07-01,149,39.39,63.88,173.49,1,Active
C1108,P003,2021-08-01,149,36.16,0.0,112.84,2,Active
C1108,P003,2021-09-01,149,38.11,0.0,110.89,3,Active
C1108,P003,2021-10-01,149,35.9,97.95,211.05,4,Active
C1108,P003,2021-11-01,149,37.2,0.0,111.8,5,Active
C1108,P003,2021-12-01,149,39.79,0.0,109.21,6,Active
C1108,P003,2022-01-01,149,44.24,0.0,104.76,7,Active
C1108,P003,2022-02-01,149,42.32,46.1,152.78,8,Active
C1108,P003,2022-03-01,149,34.67,0.0,114.33,9,Active
C1108,P003,2022-04-01,149,38.62,0.0,110.38,10,Active
C1108,P003,2022-05-01,149,36.22,0.0,112.78,11,Active
C1108,P003,2022-06-01,149,38.81,0.0,110.19,12,Active
C1108,P003,2022-07-01,149,35.37,0.0,113.63,13,Active
C1108,P003,2022-08-01,149,38.09,40.01,150.92,14,Active
C1108,P003,2022-09-01,149,36.09,0.0,112.91,15,Active
C1108,P003,2022-10-01,149,34.93,0.0,114.07,16,Active
C1108,P003,2022-11-01,149,38.52,0.0,110.48,17,Active
C1108,P003,2022-12-01,149,38.14,79.4,190.26,18,Active
C1108,P003,2023-01-01,149,44.17,0.0,104.83,19,Active
C1108,P003,2023-02-01,149,44.41,0.0,104.59,20,Active
C1108,P003,2023-03-01,149,35.07,79.3,193.23,21,Active
C1108,P003,2023-04-01,149,36.22,0.0,112.78,22,Active
C1108,P003,2023-05-01,149,34.77,0.0,114.23,23,Active
C1108,P003,2023-06-01,149,36.62,0.0,112.38,24,Active
C1108,P003,2023-07-01,149,39.24,0.0,109.76,25,Active
C1108,P003,2023-08-01,149,34.39,75.85,190.46,26,Active
C1108,P003,2023-09-01,149,37.92,0.0,111.08,27,Active
C1108,P003,2023-10-01,149,34.8,0.0,114.2,28,Active
C1108,P003,2023-11-01,149,35.83,0.0,113.17,29,Active
C1108,P003,2023-12-01,149,34.57,0.0,114.43,30,Active
C1108,P003,2024-01-01,149,44.7,115.8,220.1,31,Active
C1108,P003,2024-02-01,149,42.73,0.0,106.27,32,Active
C1108,P003,2024-03-01,149,34.35,0.0,114.65,33,Active
C1108,P003,2024-04-01,149,38.88,0.0,110.12,34,Active
C1108,P003,2024-05-01,149,39.2,0.0,109.8,35,Active
C1108,P003,2024-06-01,149,35.61,0.0,113.39,36,Active
C1109,P001,2021-12-01,29,3.13,0.0,25.87,0,Active
C1109,P001,2022-01-01,29,4.42,0.0,24.58,1,Active
C1109,P001,2022-02-01,29,3.79,0.0,25.21,2,Active
C1109,P001,2022-03-01,29,2.9,0.0,26.1,3,Active
C1109,P001,2022-04-01,29,2.47,0.0,26.53,4,Active
C1109,P001,2022-05-01,29,2.53,0.0,26.47,5,Active
C1109,P001,2022-06-01,29,2.27,0.0,26.73,6,Active
C1109,P001,2022-07-01,29,2.28,0.0,26.72,7,Active
C1109,P001,2022-08-01,29,2.99,0.0,26.01,8,Active
C1109,P001,2022-09-01,29,2.87,0.0,26.13,9,Active
C1109,P001,2022-10-01,29,2.25,0.0,26.75,10,Active
C1109,P001,2022-11-01,29,2.24,0.0,26.76,11,Active
C1109,P001,2022-12-01,29,2.95,0.0,26.05,12,Active
C1109,P001,2023-01-01,29,3.51,0.0,25.49,13,Active
C1109,P001,2023-02-01,29,4.61,0.0,24.39,14,Active
C1109,P001,2023-03-01,29,2.3,0.0,26.7,15,Active
C1109,P001,2023-04-01,29,2.55,0.0,26.45,16,Active
C1109,P001,2023-05-01,29,2.32,0.0,26.68,17,Active
C1109,P001,2023-06-01,29,2.71,0.0,26.29,18,Active
C1109,P001,2023-07-01,29,2.78,0.0,26.22,19,Active
C1109,P001,2023-08-01,29,2.13,0.0,26.87,20,Active
C1109,P001,2023-09-01,29,2.57,0.0,26.43,21,Active
C1109,P001,2023-10-01,29,3.04,0.0,25.96,22,Active
C1109,P001,2023-11-01,29,3.16,0.0,25.84,23,Active
C1109,P001,2023-12-01,29,2.49,0.0,26.51,24,Active
C1109,P001,2024-01-01,29,3.73,0.0,25.27,25,Active
C1109,P001,2024-02-01,29,3.92,0.0,25.08,26,Active
C1109,P001,2024-03-01,29,2.52,0.0,26.48,27,Active
C1109,P001,2024-04-01,29,2.72,0.0,26.28,28,Active
C1109,P001,2024-05-01,29,2.11,0.0,26.89,29,Active
C1109,P001,2024-06-01,29,2.68,0.0,26.32,30,Active
C1110,P001,2022-09-01,29,0.64,0.0,28.36,0,Active
C1110,P001,2022-10-01,29,1.13,0.0,27.87,1,Active
C1110,P001,2022-11-01,29,1.28,0.0,27.72,2,Active
C1110,P001,2022-12-01,29,1.51,0.0,27.49,3,Active
C1110,P001,2023-01-01,29,2.97,30.18,56.21,4,Active
C1110,P001,2023-02-01,29,2.47,0.0,26.53,5,Active
C1110,P001,2023-03-01,29,1.36,0.0,27.64,6,Active
C1110,P001,2023-04-01,29,1.61,17.17,44.56,7,Active
C1110,P001,2023-05-01,29,0.78,0.0,28.22,8,Active
C1110,P001,2023-06-01,29,0.97,0.0,28.03,9,Active
C1110,P001,2023-07-01,29,0.68,0.0,28.32,10,Active
C1110,P001,2023-08-01,29,1.08,0.0,27.92,11,Active
C1110,P001,2023-09-01,29,0.94,0.0,28.06,12,Active
C1110,P001,2023-10-01,29,1.16,0.0,27.84,13,Active
C1110,P001,2023-11-01,29,0.91,0.0,28.09,14,Active
C1110,P001,2023-12-01,29,1.08,0.0,27.92,15,Active
C1110,P001,2024-01-01,29,2.34,0.0,26.66,16,Active
C1110,P001,2024-02-01,29,3.1,0.0,25.9,17,Active
C1110,P001,2024-03-01,29,1.09,0.0,27.91,18,Active
C1110,P001,2024-04-01,29,1.43,0.0,27.57,19,Active
C1110,P001,2024-05-01,29,1.68,0.0,27.32,20,Active
C1110,P001,2024-06-01,29,1.65,0.0,27.35,21,Active
C1111,P003,2021-11-01,149,14.54,0.0,134.46,0,Active
C1111,P003,2021-12-01,149,12.25,0.0,136.75,1,Active
C1111,P003,2022-01-01,149,22.17,0.0,126.83,2,Active
C1111,P003,2022-02-01,149,22.15,0.0,126.85,3,Active
C1111,P003,2022-03-01,149,17.26,0.0,131.74,4,Active
C1111,P003,2022-04-01,149,14.55,0.0,134.45,5,Active
C1111,P003,2022-05-01,149,15.26,0.0,133.74,6,Active
C1111,P003,2022-06-01,149,12.59,0.0,136.41,7,Active
C1111,P003,2022-07-01,149,12.8,0.0,136.2,8,Active
C1111,P003,2022-08-01,149,13.13,0.0,135.87,9,Active
C1111,P003,2022-09-01,149,16.9,0.0,132.1,10,Active
C1111,P003,2022-10-01,149,16.82,0.0,132.18,11,Active
C1111,P003,2022-11-01,149,15.87,0.0,133.13,12,Active
C1111,P003,2022-12-01,149,17.87,40.67,171.8,13,Active
C1111,P003,2023-01-01,149,20.45,0.0,128.55,14,Active
C1111,P003,2023-02-01,149,20.84,0.0,128.16,15,Active
C1111,P003,2023-03-01,149,12.48,0.0,136.52,16,Active
C1111,P003,2023-04-01,149,13.61,0.0,135.39,17,Active
C1111,P003,2023-05-01,149,12.65,0.0,136.35,18,Active
C1111,P003,2023-06-01,149,17.46,0.0,131.54,19,Active
C1111,P003,2023-07-01,149,13.85,28.41,163.56,20,Active
C1111,P003,2023-08-01,149,16.14,0.0,132.86,21,Active
C1111,P003,2023-09-01,149,15.67,0.0,133.33,22,Active
C1111,P003,2023-10-01,149,15.84,0.0,133.16,23,Active
C1111,P003,2023-11-01,149,12.18,0.0,136.82,24,Active
C1111,P003,2023-12-01,149,14.62,0.0,134.38,25,Active
C1111,P003,2024-01-01,149,25.33,0.0,123.67,26,Active
C1111,P003,2024-02-01,149,24.12,0.0,124.88,27,Active
C1111,P003,2024-03-01,149,17.07,0.0,131.93,28,Active
C1111,P003,2024-04-01,149,13.61,0.0,135.39,29,Active
C1111,P003,2024-05-01,149,16.35,0.0,132.65,30,Active
C1111,P003,2024-06-01,149,15.51,0.0,133.49,31,Active
C1112,P001,2022-12-01,29,3.2,0.0,25.8,0,Active
C1112,P001,2023-01-01,29,4.63,0.0,24.37,1,Active
C1112,P001,2023-02-01,29,5.24,0.0,23.76,2,Active
C1112,P001,2023-03-01,29,3.36,0.0,25.64,3,Active
C1112,P001,2023-04-01,29,2.92,0.0,26.08,4,Active
C1112,P001,2023-05-01,29,3.14,0.0,25.86,5,Active
C1112,P001,2023-06-01,29,3.35,0.0,25.65,6,Active
C1112,P001,2023-07-01,29,3.37,0.0,25.63,7,Active
C1112,P001,2023-08-01,29,3.65,0.0,25.35,8,Active
C1112,P001,2023-09-01,29,4.01,0.0,24.99,9,Active
C1112,P001,2023-10-01,29,3.08,0.0,25.92,10,Active
C1112,P001,2023-11-01,29,3.25,0.0,25.75,11,Active
C1112,P001,2023-12-01,29,3.83,0.0,25.17,12,Active
C1112,P001,2024-01-01,29,5.2,0.0,23.8,13,Active
C1112,P001,2024-02-01,29,5.42,0.0,23.58,14,Active
C1112,P001,2024-03-01,29,3.95,0.0,25.05,15,Active
C1112,P001,2024-04-01,29,3.6,0.0,25.4,16,Active
C1112,P001,2024-05-01,29,3.32,0.0,25.68,17,Active
C1112,P001,2024-06-01,29,3.01,0.0,25.99,18,Active
C1113,P002,2022-08-01,79,13.8,64.54,129.74,0,Active
C1113,P002,2022-09-01,79,13.87,0.0,65.13,1,Active
C1113,P002,2022-10-01,79,14.54,62.25,126.71,2,Active
C1113,P002,2022-11-01,79,13.8,83.07,148.27,3,Active
C1113,P002,2022-12-01,79,12.93,0.0,66.07,4,Active
C1113,P002,2023-01-01,79,19.67,0.0,59.33,5,Active
C1113,P002,2023-02-01,79,18.64,0.0,60.36,6,Active
C1113,P002,2023-03-01,79,15.58,0.0,63.42,7,Active
C1113,P002,2023-04-01,79,14.69,66.82,131.13,8,Active
C1113,P002,2023-05-01,79,12.89,0.0,66.11,9,Active
C1113,P002,2023-06-01,79,13.59,0.0,65.41,10,Active
C1113,P002,2023-07-01,79,14.8,0.0,64.2,11,Active
C1113,P002,2023-08-01,79,13.43,0.0,65.57,12,Active
C1113,P002,2023-09-01,79,14.44,0.0,64.56,13,Active
C1113,P002,2023-10-01,79,15.54,0.0,63.46,14,Active
C1113,P002,2023-11-01,79,14.25,0.0,64.75,15,Active
C1113,P002,2023-12-01,79,14.11,0.0,64.89,16,Active
C1113,P002,2024-01-01,79,19.16,0.0,59.84,17,Active
C1113,P002,2024-02-01,79,18.44,0.0,60.56,18,Active
C1113,P002,2024-03-01,79,12.69,0.0,66.31,19,Active
C1113,P002,2024-04-01,79,14.1,0.0,64.9,20,Active
C1113,P002,2024-05-01,79,15.3,61.63,125.33,21,Active
C1113,P002,2024-06-01,79,14.87,0.0,64.13,22,Active
C1114,P002,2021-12-01,79,4.66,0.0,74.34,0,Active
C1114,P002,2022-01-01,79,8.71,0.0,70.29,1,Active
C1114,P002,2022-02-01,79,7.74,0.0,71.26,2,Active
C1114,P002,2022-03-01,79,4.92,0.0,74.08,3,Active
C1114,P002,2022-04-01,79,3.45,0.0,75.55,4,Active
C1114,P002,2022-05-01,79,5.27,0.0,73.73,5,Active
C1114,P002,2022-06-01,79,4.93,0.0,74.07,6,Active
C1114,P002,2022-07-01,79,3.04,0.0,75.96,7,Active
C1114,P002,2022-08-01,79,2.62,0.0,76.38,8,Active
C1114,P002,2022-09-01,79,5.47,0.0,73.53,9,Active
C1114,P002,2022-10-01,79,3.19,0.0,75.81,10,Active
C1114,P002,2022-11-01,79,4.5,0.0,74.5,11,Active
C1114,P002,2022-12-01,79,3.74,0.0,75.26,12,Active
C1114,P002,2023-01-01,79,6.38,0.0,72.62,13,Active
C1114,P002,2023-02-01,79,7.57,0.0,71.43,14,Active
C1114,P002,2023-03-01,79,2.41,0.0,76.59,15,Active
C1114,P002,2023-04-01,79,4.44,0.0,74.56,16,Active
C1114,P002,2023-05-01,79,3.82,0.0,75.18,17,Active
C1114,P002,2023-06-01,79,3.65,0.0,75.35,18,Active
C1114,P002,2023-07-01,79,4.45,0.0,74.55,19,Active
C1114,P002,2023-08-01,79,4.72,0.0,74.28,20,Active
C1114,P002,2023-09-01,79,4.66,0.0,74.34,21,Active
C1114,P002,2023-10-01,79,3.33,0.0,75.67,22,Active
C1114,P002,2023-11-01,79,4.94,0.0,74.06,23,Active
C1114,P002,2023-12-01,79,4.32,0.0,74.68,24,Active
C1114,P002,2024-01-01,79,8.5,0.0,70.5,25,Active
C1114,P002,2024-02-01,79,9.36,0.0,69.64,26,Active
C1114,P002,2024-03-01,79,4.5,0.0,74.5,27,Active
C1114,P002,2024-04-01,79,4.91,0.0,74.09,28,Active
C1114,P002,2024-05-01,79,2.65,0.0,76.35,29,Active
C1114,P002,2024-06-01,79,2.8,0.0,76.2,30,Active
C1115,P002,2024-02-01,79,6.13,0.0,72.87,0,Active
C1115,P002,2024-03-01,79,3.78,0.0,75.22,1,Active
C1115,P002,2024-04-01,79,1.66,0.0,77.34,2,Active
C1115,P002,2024-05-01,79,2.04,0.0,76.96,3,Active
C1115,P002,2024-06-01,79,4.24,0.0,74.76,4,Active
C1116,P002,2023-09-01,79,3.28,0.0,75.72,0,Active
C1116,P002,2023-10-01,79,4.01,0.0,74.99,1,Active
C1116,P002,2023-11-01,79,2.91,0.0,76.09,2,Active
C1116,P002,2023-12-01,79,4.43,0.0,74.57,3,At Risk
C1116,P002,2024-01-01,79,6.94,0.0,72.06,4,At Risk
C1116,P002,2024-02-01,79,5.59,0.0,73.41,5,Churned
C1117,P004,2023-09-01,299,56.72,0.0,242.28,0,Active
C1117,P004,2023-10-01,299,63.74,0.0,235.26,1,Active
C1117,P004,2023-11-01,299,57.81,104.76,345.95,2,Active
C1117,P004,2023-12-01,299,58.98,0.0,240.02,3,Active
C1117,P004,2024-01-01,299,74.7,0.0,224.3,4,Active
C1117,P004,2024-02-01,299,77.51,0.0,221.49,5,Active
C1117,P004,2024-03-01,299,54.26,0.0,244.74,6,Active
C1117,P004,2024-04-01,299,59.96,0.0,239.04,7,Active
C1117,P004,2024-05-01,299,65.01,0.0,233.99,8,Active
C1117,P004,2024-06-01,299,64.2,0.0,234.8,9,Active
C1118,P003,2024-04-01,149,25.69,77.64,200.95,0,Active
C1118,P003,2024-05-01,149,28.63,0.0,120.37,1,Active
C1118,P003,2024-06-01,149,29.19,0.0,119.81,2,Active
C1119,P003,2023-01-01,149,42.42,0.0,106.58,0,Active
C1119,P003,2023-02-01,149,44.7,0.0,104.3,1,Active
C1119,P003,2023-03-01,149,36.87,92.62,204.75,2,Active
C1119,P003,2023-04-01,149,37.07,0.0,111.93,3,Active
C1119,P003,2023-05-01,149,37.3,0.0,111.7,4,Active
C1119,P003,2023-06-01,149,38.35,0.0,110.65,5,Active
C1119,P003,2023-07-01,149,39.36,0.0,109.64,6,Active
C1119,P003,2023-08-01,149,37.06,0.0,111.94,7,Active
C1119,P003,2023-09-01,149,38.58,0.0,110.42,8,Active
C1119,P003,2023-10-01,149,36.75,0.0,112.25,9,Active
C1119,P003,2023-11-01,149,38.16,0.0,110.84,10,Active
C1119,P003,2023-12-01,149,37.09,0.0,111.91,11,Active
C1119,P003,2024-01-01,149,42.69,0.0,106.31,12,Active
C1119,P003,2024-02-01,149,44.7,68.29,172.59,13,Active
C1119,P003,2024-03-01,149,35.3,69.22,182.92,14,Active
C1119,P003,2024-04-01,149,39.0,0.0,110.0,15,Active
C1119,P003,2024-05-01,149,37.21,0.0,111.79,16,Active
C1119,P003,2024-06-01,149,37.59,0.0,111.41,17,Active
C1120,P002,2022-08-01,79,6.66,0.0,72.34,0,Active
C1120,P002,2022-09-01,79,6.35,0.0,72.65,1,Active
C1120,P002,2022-10-01,79,7.67,0.0,71.33,2,Active
C1120,P002,2022-11-01,79,6.08,0.0,72.92,3,Active
C1120,P002,2022-12-01,79,8.25,0.0,70.75,4,Active
C1120,P002,2023-01-01,79,11.07,0.0,67.93,5,Active
C1120,P002,2023-02-01,79,12.03,0.0,66.97,6,Active
C1120,P002,2023-03-01,79,6.6,0.0,72.4,7,Active
C1120,P002,2023-04-01,79,5.89,0.0,73.11,8,Active
C1120,P002,2023-05-01,79,6.25,0.0,72.75,9,Active
C1120,P002,2023-06-01,79,7.31,0.0,71.69,10,At Risk
C1120,P002,2023-07-01,79,7.07,0.0,71.93,11,At Risk
C1120,P002,2023-08-01,79,8.67,0.0,70.33,12,Churned
C1121,P002,2024-01-01,79,8.01,0.0,70.99,0,Active
C1121,P002,2024-02-01,79,7.96,0.0,71.04,1,Active
C1121,P002,2024-03-01,79,4.41,0.0,74.59,2,Active
C1121,P002,2024-04-01,79,4.34,0.0,74.66,3,Active
C1121,P002,2024-05-01,79,1.91,47.85,124.94,4,Active
C1121,P002,2024-06-01,79,4.1,0.0,74.9,5,Active
C1122,P002,2023-02-01,79,10.29,0.0,68.71,0,Active
C1122,P002,2023-03-01,79,7.03,0.0,71.97,1,Active
C1122,P002,2023-04-01,79,6.42,0.0,72.58,2,Active
C1122,P002,2023-05-01,79,5.88,0.0,73.12,3,Active
C1122,P002,2023-06-01,79,6.66,0.0,72.34,4,Active
C1122,P002,2023-07-01,79,4.27,0.0,74.73,5,Active
C1122,P002,2023-08-01,79,5.73,0.0,73.27,6,Active
C1122,P002,2023-09-01,79,5.55,0.0,73.45,7,Active
C1122,P002,2023-10-01,79,4.48,0.0,74.52,8,Active
C1122,P002,2023-11-01,79,4.32,0.0,74.68,9,Active
C1122,P002,2023-12-01,79,4.6,0.0,74.4,10,Active
C1122,P002,2024-01-01,79,9.04,0.0,69.96,11,Active
C1122,P002,2024-02-01,79,10.2,0.0,68.8,12,Active
C1122,P002,2024-03-01,79,6.19,0.0,72.81,13,Active
C1122,P002,2024-04-01,79,6.36,0.0,72.64,14,Active
C1122,P002,2024-05-01,79,5.52,0.0,73.48,15,Active
C1122,P002,2024-06-01,79,6.7,0.0,72.3,16,Active
C1123,P003,2021-04-01,149,35.19,0.0,113.81,0,Active
C1123,P003,2021-05-01,149,39.15,40.19,150.04,1,Active
C1123,P003,2021-06-01,149,40.05,0.0,108.95,2,Active
C1123,P003,2021-07-01,149,34.31,0.0,114.69,3,Active
C1123,P003,2021-08-01,149,37.09,0.0,111.91,4,Active
C1123,P003,2021-09-01,149,35.29,0.0,113.71,5,Active
C1123,P003,2021-10-01,149,38.53,0.0,110.47,6,Active
C1123,P003,2021-11-01,149,38.02,0.0,110.98,7,Active
C1123,P003,2021-12-01,149,38.76,0.0,110.24,8,Active
C1123,P003,2022-01-01,149,44.7,62.88,167.18,9,Active
C1123,P003,2022-02-01,149,44.7,0.0,104.3,10,Active
C1123,P003,2022-03-01,149,39.94,0.0,109.06,11,Active
C1123,P003,2022-04-01,149,38.34,0.0,110.66,12,Active
C1123,P003,2022-05-01,149,36.91,0.0,112.09,13,Active
C1123,P003,2022-06-01,149,38.55,0.0,110.45,14,Active
C1123,P003,2022-07-01,149,34.68,0.0,114.32,15,Active
C1123,P003,2022-08-01,149,36.66,0.0,112.34,16,Active
C1123,P003,2022-09-01,149,36.86,0.0,112.14,17,Active
C1123,P003,2022-10-01,149,34.49,0.0,114.51,18,Active
C1123,P003,2022-11-01,149,35.17,0.0,113.83,19,Active
C1123,P003,2022-12-01,149,40.1,0.0,108.9,20,Active
C1123,P003,2023-01-01,149,44.7,0.0,104.3,21,Active
C1123,P003,2023-02-01,149,44.7,0.0,104.3,22,Active
C1123,P003,2023-03-01,149,39.55,0.0,109.45,23,Active
C1123,P003,2023-04-01,149,39.48,0.0,109.52,24,Active
C1123,P003,2023-05-01,149,36.14,0.0,112.86,25,Active
C1123,P003,2023-06-01,149,39.2,0.0,109.8,26,Active
C1123,P003,2023-07-01,149,37.91,60.39,171.48,27,Active
C1123,P003,2023-08-01,149,38.11,0.0,110.89,28,Active
C1123,P003,2023-09-01,149,37.99,0.0,111.01,29,Active
C1123,P003,2023-10-01,149,36.91,0.0,112.09,30,Active
C1123,P003,2023-11-01,149,39.11,0.0,109.89,31,Active
C1123,P003,2023-12-01,149,38.89,0.0,110.11,32,Active
C1123,P003,2024-01-01,149,42.22,0.0,106.78,33,Active
C1123,P003,2024-02-01,149,44.04,0.0,104.96,34,Active
C1123,P003,2024-03-01,149,39.51,0.0,109.49,35,Active
C1123,P003,2024-04-01,149,37.49,0.0,111.51,36,Active
C1123,P003,2024-05-01,149,37.32,0.0,111.68,37,Active
C1123,P003,2024-06-01,149,36.3,0.0,112.7,38,Active
C1124,P003,2022-08-01,149,25.47,0.0,123.53,0,Active
C1124,P003,2022-09-01,149,28.55,0.0,120.45,1,Active
C1124,P003,2022-10-01,149,30.29,0.0,118.71,2,Active
C1124,P003,2022-11-01,149,27.85,0.0,121.15,3,Active
C1124,P003,2022-12-01,149,29.69,0.0,119.31,4,Active
C1124,P003,2023-01-01,149,34.33,0.0,114.67,5,Active
C1124,P003,2023-02-01,149,33.52,0.0,115.48,6,Active
C1124,P003,2023-03-01,149,30.94,0.0,118.06,7,Active
C1124,P003,2023-04-01,149,28.74,53.9,174.16,8,Active
C1124,P003,2023-05-01,149,26.74,0.0,122.26,9,Active
C1124,P003,2023-06-01,149,28.8,0.0,120.2,10,Active
C1124,P003,2023-07-01,149,30.92,0.0,118.08,11,Active
C1124,P003,2023-08-01,149,30.36,0.0,118.64,12,Active
C1124,P003,2023-09-01,149,27.11,0.0,121.89,13,Active
C1124,P003,2023-10-01,149,30.19,0.0,118.81,14,Active
C1124,P003,2023-11-01,149,26.16,0.0,122.84,15,Active
C1124,P003,2023-12-01,149,29.73,71.65,190.92,16,Active
C1124,P003,2024-01-01,149,33.93,0.0,115.07,17,Active
C1124,P003,2024-02-01,149,35.49,62.57,176.08,18,Active
C1124,P003,2024-03-01,149,27.79,62.49,183.7,19,Active
C1124,P003,2024-04-01,149,26.11,0.0,122.89,20,Active
C1124,P003,2024-05-01,149,25.8,0.0,123.2,21,Active
